tweet,labels
@VIVAcoid Aku berharap pemerintahan yg terpilih nnt bisa menertibkan org2 yg begini.. mau gk komen tapi gregetan bgt,0
@VIVAcoid Pas dibuka ternyata tagihan semua wkwkwk,0
"@VIVAcoid PDIP tanpa Ganjar ya masih PDIP. 

Tapi Ganjar tanpa PDIP ya jadi bapack2 ganteng rambut putih aja sik, ya gak sik? 😁",0
@VIVAcoid Dia menyindir pejabat tertinggi di negara ini,0
@VIVAcoid Tuhan sudah menjanjikan surga tapi kowe malah pilih pak prayet mas.,0
@VIVAcoid Ada 2 peristiwa pembunuhan yang bikin geger dibawah pimpinan Fadil.. km50 dan brigadir J.,0
"@VIVAcoid Seperti kata pak Mahfud, malaikat saja kalo sudah berada di dalam pemerintahan, bisa jadi iblis. 
Dulu waktu jadi oposisi, ttg BBM naik kau demo berjilid².",0
"@VIVAcoid Engga akan mungkin najwa meladeni nikita,Najwa seorang terpelajar pinter.",0
"@VIVAcoid nanti kalo anak bapak yang jadi korban, bapak jangan lebay juga ya..",0
"@VIVAcoid Pengakses polling adalah kelompok 'terpelajar' dan kelas menengah ekonomi, serta melek informasi secara baik. Faktor inilah menjelaskan Anies unggul.",0
@VIVAcoid Kalo nyiapin pasukan yang bisa jaga rakyat papua dan basmi KKB berapa lama? 5 or 10 tahun cukup gak? Atau mau tambah 5 tahun lagi?,0
@VIVAcoid @NegaraKecil Pak Kapolri @ListyoSigitP semua orang yg terindikasi tahu kejadian atau terlibat harus di nonaktifkan semua.jaga kepercayaan rakyat terhadap kepolisian saat bersih2 kepolisian dari aparat bejat!,0
"@VIVAcoid PSI betul betul ga ada manfaat, ta ada gunanya emang partai ini.  Banyak koruptor didiemin harun masiku sampai ga nongol PSI ga ada suaranya.",0
"@VIVAcoid Jangan pilih capres yg didukung deni siregar, eko kuntadi, dan sejenisnya",0
@VIVAcoid @msaid_didu Coba soroti ke dalam diri @DPR_RI masi pantes dan masuk akal gak gaji ma tunjungan yg diterima kalian dengan kondisi kehidupan dan ekonomi rakyat negaranya ky begini ????,0
"@VIVAcoid Film nya udah bagus kok, ga usah ditambahin cerita aneh2 😴",0
"@VIVAcoid Klo nda viral, tetep diluluskan juga nda Pak? Sbnrnya yg diperlukan hanya apa adanya sesuai fakta kok Pak. Klo Ybs lulus, jgn digugurkan dan klo memang nda lulus, jgn diluluskan.",0
"@VIVAcoid Penuh kontroversi sih ini orang,padahal dlu uda enak bikin konten pas jd pilot,eh merembet ke trading ini ono, sampe bermasalah dg mantan istri kedua yg blg kalo dia gaslighting, eh taunya skg uda nikah aja",0
"@VIVAcoid Lu coba buka resto madura pake B2, siap” di cluri* 1 pulau, udah lah ga usah byk lagu",0
"@VIVAcoid Kalo mau pake logika gitu, coba deh jeblosin kaki di tanah IKN. Siapa tau IKN bisa selesai 3 bulan kaya formula E 😏",0
"@VIVAcoid bahkan misalnya hari ini mereka dibebaskan itu juga terserah, the stage is yours.",0
@VIVAcoid Jokowi lagi kritik presiden indonesia,0
"@VIVAcoid sebaiknya jgn underestimate ,biarkan maju smua calon calon muda biar kan kita yg memilih dgn demokrasi",0
"@VIVAcoid Dan sebelumnya Presiden mendengar secara langsung di hadapannya sendiri, siapa sosok yang sudah mengadu mengadu domba.",0
@VIVAcoid Yang berkasus akan dijadikan kartu truf.tetap aman jika selalu tunduk skenario?🤔,0
@VIVAcoid @msaid_didu Innalillahi wainnailahi raji'un. Emang rakyat udah spt berada di negara komunis.,0
"@VIVAcoid Saya pikir bukan karena dendam, tapi Presiden mencopot pak Gatot karena dianggap dekat dengan kelompok muslim.",0
@VIVAcoid 🤣🤣🤣😁,0
@VIVAcoid Saya Kira wajar saja klo Pak Jokowi ini tdk Hadir Di Acara Munas KAHMI karena di situ Ada Wan Ngibul / Anus Bas Edan dan Si Kakek Tua Bangka Yusuf Kalla.,0
@VIVAcoid @msaid_didu Kan tinggal cari siapa yg menyebar2 kan bagan pamlet atau alakah itu yg isinya konsursium judi 303? :) cari lo ya… bukan nangkep 😅 cari dan selidiki kebenarannya,0
@VIVAcoid Warga jawa barat jangan ikutan yg daerah sebelahnya dan sebelahnya yaa yg bisa di bohongi dengan slogan2 dan janji2 sinetron2....,0
"@VIVAcoid Calon Presiden lain?
Kan blm ada..!!
Smw masih bakal Calon. Bahkan lu juga blm tentu maju Bud..!!",0
@VIVAcoid Rival bebuyutanpun Di goda ah.. Emang ngeri efeck anis baswedan ini.. Anis Baswedan adalah gelombang besar perubahan..,0
"@VIVAcoid Bukan melumpuhkan malang harusnya,boikot seluruh laga arema seumur hidup",0
"@VIVAcoid Jangan Sampek besok2 dicari2 kesalahannya,kemudian tiba2 jadi tersangka @KPK_RI Yo mas @prastow 🙏😀",0
@VIVAcoid Sejujurnya lebih baik tdk banyak bicara (banyak bekerja) daripada asal bicara,0
@VIVAcoid @msaid_didu Tinggal milih: menyelamatkan institusi atau menyelamatkan oknum???,0
"@VIVAcoid Tangkap dan Deportasi mereka ke negara asalnya dan klo perlu masukan daftar hitam untuk dilarang masuk ke indonesia untuk selama lamanya,",0
"@VIVAcoid Yg Jual diri Di ATM, yg baliho keplak sayap dimana2, yg Jual diri sbg panglima santri, yg rambut putih ngilang mulu Dari jam kantor, kok bawaslu cuek aja? Longor",0
@VIVAcoid Kalo ini bukan beban ya sri?? Yang beban cuma PNS. OKE cukup tau saja sri,0
@VIVAcoid dan yang di bahas sama si moeldoko malah golok di sumbar... masalahnya di sini ( OPM ) eh menjawabnya di sono... men sana in corpore sano... apinya di sana matikannya di sono... jaka sembung bawa golok.. ga nyambung blok...,0
"@VIVAcoid kemarenan tuh pada Ogah follow NasDem karena ada tAi di akun nya @NasDem 
tapi setelah tAi itu keluar, akhirnya ribuan follower baru menghampiri NasDem.
"" Selamat buat Partai NasDem yang telah berAroma Wangi ""
👍👍👍
Gue salah satu follower baru, setelah tau tAi itu out dr nasdem",0
"@VIVAcoid Gw penasaran NU masih punya harga diri kh, apakah ustadzahnya dilecehkan kaya gitu ngga ngambil tindakan",0
"@VIVAcoid Semakin dintangani timsus semakin akan dbuatkan drama seri yg seru
Kepercayaan publik thd Polri udah buruk sblmnya, dtambah lg kasus ini, lah tambah anjlok hancur yg ada. Polri gak lg dipercaya publik, sadar wahai petinggi² Polri, melek kalian",0
"@VIVAcoid Warga Jateng yg kelaparan, eh warga Bogor yg diurus 😁",0
"@CNNIndonesia Barang apa aja yang rusak bisa lo anggarin lagi tahun depan. Tapi nyawa yang hilang, apa bisa lo balikin lagi?",0
"@CNNIndonesia Benar sekali pernyataan beliau, pernikahan putra mahkota Indonesia telah menggerakkan ekonomi, khusunya ekonomi keluarga kerajaan, katering, stasiun TV, org yg bikin souvenir, WO, menteri BUMN dan kusir delman yg membawa Pengeran dan istrinya kirab",0
@CNNIndonesia Udah populasi menurun trs yg dewasa mudanya ngalami kondisi kaya gini. Orangtua mereka yg udah mengeluarin tetes darah keringat buat menghidupi mereka pasti sedih bangeet 😭😭 apalagi kebanyakan anaknya cuma satu. Gak kebayang malem2 dikabarin anaknya udah gak ada kaya Kanjuruhan,0
@CNNIndonesia Pintar juga lo nyari ponaan 🤣,0
@CNNIndonesia Kenapa Israel biadab begini tapi gak pernah diazab Allah SWT ya? Istidraj?,0
"@CNNIndonesia Target 80% penggunaan mobil listrik pada tahun 2030, sementara saat ini 90% tambang nikel dikuasai pihak asing. Artinya ke depannya kita tergantung pada impor lagi?",0
"@CNNIndonesia Daftar KPU belon
Pilpresnya 2024 
Berantemnya dari sekarang
Urusan2 penting rakyat keteteran karena politisi sibuk berantem wkwkwk",0
"@CNNIndonesia Kompor listrik batal kini masuk rice cooker, tentu barang tsb beli ke pengusaha dari APBN ( pajak ), dan ini tentu akan menambah pemakaian listrik, bagi yg tinggal di perkotaan mungkin tiap rumah sudah punya, termasuk yg di pedesaan, tinjau ulang rencana ini",0
"@CNNIndonesia Arogan luar biasa!!!! Ga sopan sama aturan tuan rumah, balik aja nonton di tv, di rumah sendiri, biar lu bebas mo dandan pelangi dr ujung rambut ampe kaki. Hihhh",0
"@CNNIndonesia Pak @ListyoSigitP jujur sja kami sampaikan, Petugas Sering bgd Nilang dgn 'Metode Ninja' : ngumpet jauh dri tmpt papan larangan dipasang, lalu muncul dri balik pohon sambil blg 'Bpk tau kesalahannya?'
Pdhal bila Muncul persis ditanda larangan, pelanggaran mgkn tdk akn terjadi.",0
@CNNIndonesia Uda cek copyright blum? 🤣🤣🤣🤣🤣,0
@CNNIndonesia Lah klo ini gw dukung polisi..bener..tembak ditempat saja..remaja² ky gt sampah.mending tembak mati ditempat sja.,0
"@CNNIndonesia Maling: saya bukan maling atau pencuri.

Copet: saya bukan copet atau pengutil.

Koruptor: saya bukan koruptor atau penerima suap.",0
@CNNIndonesia Ini buzzer Paman Sam dibayar mahal buat endorse orang bodoh&amp;murahan untuk 2024. Supaya Indonesia balik rusak lagi. Gampang diatur2 bule. Larangan ekspor bahan mentah dicabut. Dan kemajuan Indonesia diperlambat supaya kastanya tetap di bawah negara2 bule tdk sejajar.,0
@CNNIndonesia Jangan pilih yg plonga - plongo dalam bentuk yg lain!,0
"@CNNIndonesia 1. Pakai masker bagi yang bergejala. Istirahat 3 hari.
2. Buka pintu &amp; jendela. Optimalkan ventilasi.
3. Berjemur 15-30 menit tiap hari.
4. Jalan kaki 6000-10000 langkah/hari.
5. Kendalikan penyakit komorbid.
6. Perbaiki kualitas udara.
7. Jauhi asap rokok &amp; minuman beralkohol.",0
"@CNNIndonesia Bukan masalah tarifnya Lon, tapi centang biru yg suka sebar hoax dan narasinya yg sering Islamphobia yg harus diberangus",0
"@CNNIndonesia Ini namanya miskin Praktek Akhlak Kerakyatan, sibuk jual asset negara...kalah karakter sama Bupati Meranti yg jelas2 bela rakyat miskin di daerahnya...",0
@CNNIndonesia mohon jangan hanya di copot.. tp PECAT dan PENJARAKAN MEREKA,0
"@CNNIndonesia sebagai tamu sdh seharusnya menghormati kedaulatan, budaya dan agama tuan rumah.. ntar di inggris pake lagi aja ban pelangi nya gitu bos..",0
"@CNNIndonesia Transportasi umum dinaikin(subsidi tepat sasaran bahasanya), kendaraan listrik disubsidi (marketing tepat sasaran). Jiancuk. 😅",0
"@CNNIndonesia Siapa yg mau di buldoser? 

Yang namanya ""enggak laku dan engga mau investasi (karena ogah investasi di Indonesia) walaupun di datangi Presiden dan Menko"" apanya yg mau di Buldoser. Rakyat? yaa cuma ""menonton dan ngetawain saja sdh datang jauh2 tapi gak laku/gak mau investasi""",0
@CNNIndonesia Pengecut gak mau nemuin massa aksi 411. Ya begitulah tipikal pemimpin kardus.,0
"@CNNIndonesia Imo, salah 1 faktor nya, menikah dan punya anak di waktu yang tidak tepat, misal dana masih kurang, tapi pengen punya anak (paksaan ortu/gengsi) 

Nanti berlindung di kalimat, ""pasti ada jalannya"", padahal harus nya lebih realistis, mapan dulu baru punya anak",0
"@CNNIndonesia Lebih baik gabung ke Malaysia mungkin lebih sejahtera Karena lebih dekat, kalaupun di adakan referendum pasti memilih pada ke Malaysia",0
"@CNNIndonesia Wah mentalnya ga sekuat silop wakanda, masa gitu aja bundir. Silop wakanda meski kuburan korban masih basah udah bisa bikin acara fun football wkwkw",0
"@CNNIndonesia Biar wakilnya ulama, coba dipasangkan  UAS atau HRS.👍👍
Langsung 1 putaran...",0
@CNNIndonesia Melarang bid'ah namun membiarkan kemusyrikan. Begitukah?,0
@CNNIndonesia Bagaimana kalau kita hidupkan lagi soal wacana perpendekan jabatan Jokowi ?,0
"@CNNIndonesia Apa mungkin itu mmg SOP pulisi?

1. Hapus hilangkan cctv.
2. Amankan personil terlibat.
3. Siapkan skenario tandingan.
4. Siapkan argumentasi2 utk ngeles.",0
@CNNIndonesia BPOM sama PSSI apa bedanya klo gitu? pembuat regulasi tapi suka angkat tangan! 🤬,0
@CNNIndonesia Bagus ini siapa tau wirda mansyur dibanting si billar otaknya jd normal lg 🤣,0
@CNNIndonesia Dahhj gak usah ngomong jok...bikin nafsu makan gue ilang aja!,0
"@CNNIndonesia Proyek-proyek mercu-suar jangan berharap banyak, yang untung cuma kontraktornya.",0
"@CNNIndonesia Kalo ada prestasi dia tepuk dada
Kalo gagal dia nunjuk orang lain.
Jiwa2 pecundang",0
@CNNIndonesia Baliho Puan Maharani yg bertebaran di jalan -jalan Itu juga melanggar Kode Etika Pemimpin,0
"@CNNIndonesia 8 thn foya-foya... 
Kok cm lihat 3 thn leha-leha... 
Islam dinista-nista... 
TKA dibawa-bawa... 
China dipuja-puja... 
Pribumi dihina-hina... 
Jual Aset gak kira-kira... 
Anak Mantu &amp; kroni dibikin kaya-kaya... 
Hutang negara gak Sudah-sudah...",0
"@CNNIndonesia lha wong korban covid taon kemaren aja di ragukan pdhl menyangkut nyawa, apalagi cuman phk ...",0
"@CNNIndonesia Pak Prof YTH, baru kali ini rasanya saya ingin berkata kasar terhadap pernyataan Anda. Coba gak usah jadi public speaker dulu deh dikesempatan kali ini. Kok rasanya pernyataan Anda kurang pas disaat tear gas itu sudah benar2 dilarang oleh regulasi FIFA.",0
@CNNIndonesia Setelah anis menang 2024 nanti pasti akan ada yg cerita fakta dibalik surya paloh ogah hadiri nikahan anak Jokowi,0
"@CNNIndonesia kalau mau majukan dunia perfilman indonesia, rekrut polri jadi penulis cerita nya",0
@CNNIndonesia Ini yg bodoh sapa sih bawaslu apa gue .......anies curi start .....terdaftar aja blum ...balon capres ...kok curi start .......aneh ......ini mah ada yg panas .....takut tersaingin .........kemaren bawaslu gk komen di GBK......wkwkkwkwkw,0
"@CNNIndonesia Selain untuk urusan bisnis, orang Jakarta ke Bandung itu banyak yg untuk wisata. 
Naik kereta (Argo Parahyangan) termasuk bagian dari wisata. Jalannya ga cepet2 amat, bisa sambil nikmatin pemandangan alam di luar.",0
@CNNIndonesia Syarat utama buzzer ya pemberani dan stupid,0
"@CNNIndonesia Ajakan yg bagus, jgn saling menjelekkan.
Jgn SARA, adu Program n prestasi aja.

Yuk para Capres, ditertibkan para pendukungnya..",0
"@CNNIndonesia Mendekati lengser pada rame2 gugat jkw,rezim bermasalah emang wajib di gugat

Gimana setelah lengser ya,apa gak bertumpuk2 itu gugatan ke jkw??",0
"@CNNIndonesia Yang salah polisi, yg dirombak stadion. Jaka sembung bawa go-jek.",0
"@CNNIndonesia Menteri Kesehatan melanggar Undang-Undang Dasar 1945.  Pasal 28E Ayat 3 berbunyi, “Setiap orang berhak atas kebebasan berserikat, berkumpul, dan mengeluarkan pendapat.""",0
@CNNIndonesia Yang survey si saipul sang pembenci Anies. Dan kebencian dia itu terang2an. Gimana mau obyektif hasil surveynya? Trus dikira rakyat bloon gitu hasil survey gk bisa dimaenin? Emang taik sik orang2 model mereka. Segala cara dilakuin buat jegal org yg dibenci.,0
"@CNNIndonesia Cuti juga yo rapopo kok lha wong punya hak 😎 yg penting dipertanyakan tu, budget operasional acara ini pake uang negara apa gak ? 😎",0
"@CNNIndonesia Setelah KemenkumHAM sekarang Kemendagri.
Sedang ngetrend ya?",0
"@CNNIndonesia Makin menggila...
Barang yang tak pernah diproduksi secara komersial dan sampai ke tangan pembeli, mau disubsidi? 😩😩😩",0
"@CNNIndonesia Di kumparan, Kadishub DKI dpt arahan dari anggota DPRD DKI utk hilangkan anggaran jalur sepeda, dan anggota yg minta hapus anggaran jalur sepeda adl kader partai pengusung JKW. udah ketebak lah 😂",0
@detikcom Program2 strategis Jokowi di jakarta yg tidak mau dilanjutkan anis sudah lebih dr cukup utk mjd bukti bahwa anis antitesis Jokowi,0
@detikcom @detik_jabar sangat disayangkan beliau gak tahu siapa yg juara piala dunia tahun ini,0
"@detikcom Upah minimum provinsi Rp 4,9jt per bulan sebenarnya bisa mencicil sebuah mobil…………… tapi harus sudah punya rumah warisan plus garasi, sudah punya tabungan kesehatan, sudah punya keluarga yang membantu keuangan dan belum menikah 👍🏻, genjot terus penjualan mobilmu wahai sales.",0
"@detikcom Klo anda tidak melihat unitnya di jln raya, berarti Anda bukan targetnya. Krn di butuhkan mata batin yg tajam jika anda ingin melihat nya",0
"@detikcom Ketika sistem ketenagakerjaan berantakan. Pengangkatan jadi karyawan tetap juga ternyata hanya salah satu bentuk apresiasi, bukan karena sistem ketenagakerjaan dalam perusahaan.",0
"@detikcom Berkepribadian ganda tapi jadi polisi plus ajudan istri jendral kadivpropam 😂

Kalo gak bisa ngasih bukti ya begini, serang terus personalnya walaupun hanya sebatas opini cenderung ngasal. Semua cara dicoba sampe goblok begini 😩

Makan tuh duit Sambo cih jijik",0
@detikcom Udah fokus ke kereta gercep jkt - padalarang dan bandara kertajati aje pak @ridwankamil,0
"@detikcom @detik_jatim Weh weh weh ...

Bupati tersangka KORUPSI berada di acara Hari Anti KORUPSI yg diselenggarakan lembaga pemberantasan KORUPSI, satu acara dengan Ketua lembaga pemberantasan KORUPSI tersebut.

Gokil ruwetnesia......",0
"@detikcom Please stop acara2 yg gak guna kayak gini.. Hanya bikin kerusakan, kemacetan, kerusuhan dan hal2 yg merugikan org lain.",0
"@detikcom Korban nahan tuh 2 kemungkinan.
1.beban psikologis yg buat dia ga mempercayai semua org disana,termasuk dosen hingga dekan.
2.org2 di institusi kampus memang ga bisa di percaya. Disini ga bisa dipercayanya bisa karna pernah ada kasus gini tapi pada cuek.
Wallahualam ...",0
"@detikcom yang tipis iman mereka, yang disalahkan orang yang ibadah. mereka yang mengganggu orang yang lagi ibadah dengan khusuk, malah orang yang lagi ibadah yang dikatain mengganggu mereka. lucu sekali manusia-manusia playing victim ini.",0
@detikcom Sepertinya jam evolusi mereka berputar mundur.,0
@detikcom Untung artis.... kalo bukan Pasti nggak bakal diganti karena jika ketinggalan pesawat yaa selalu penumpang yg disalahkan...,0
"@detikcom Bukannya mereka bekerja untuk negara ya? Kok masih minta"" kepada warga yang datang untuk membuat laporan kehilangan?",0
"@detikcom Tapi dia lebih jujur dari yg katanya ""waras""",0
@detikcom Dan yg berkali2 di poles dan renov adalah Halte dan trotoar. Heran jalan sekelas Kuningan banyak lubang2nya.,0
@detikcom Mantap bikin pabriknya di IKN sekalian dr sekarang,0
@detikcom Paspampres ngk ada guna. 1 orang cewe aja bisa lolos menyentuh presiden di jalanan. Gimana kalau dia  bawa sajam ?,0
@detikcom Bhs lu udah kayak prabowo.. normatif itu den nganu,0
"@detikcom Semua badan keamanan, terserah namanya apa, harus segera menghentikan opini mereka soal terorisme dan radikalisme terkait hal ini. Ini cuma kasus orang stres. Jangan dibawa lebay, apalagi dijadikan alasan untuk meningkatkan anggaran.",0
"@detikcom bahasa ilmiahnya sebagai konservasi sumber daya air, menjaga ketersediaan air tanah, juga mencegah masuknya air laut. manfaat lain yang tidak banyak orang tahu.",0
"@detikcom Org macam ini yg di piara sm @erickthohir dan @jokowi , gmn @KemenBUMN nggak merugi trs kl komisarisnya aja lbh asik main twiteran sambil mengadu domba rakyat.",0
"@detikcom @detik_jatim Yg kek gini lgsg aja proses hukum, mau bocil mau dewasa, udh kelewatan ini",0
"@detikcom Yg komen disini ga mandiri secara intelektual. Cuma bisa komen jari, yg kaya org kentut asal mbeledos. Harusnya cari tau dulu apa itu Kolonel Tituler. Trus cari tau, apakah sebelomnya udah ada yg dapet pangkat tsb. Please, perkaya literasi kalian wahai netijen +62",0
"@detikcom Buzzer2 impor lintas provinsi hahaha. Gak jauh2, elu lagi elu lagi, gerombolan kadal buduk hahaha.",0
"@detikcom Survey bayaran unt menggiring opini masarakat...
setelah itu membaya pakar politik unt menyerang lawan politik..
Dan buzer dgn gegap gepita menyebarkan hasil survey dan analisa pakar
Itu stragegi yg selalu mereka terapkan menjelang tahun politik

Dan hasilnya bikin bangkrut",0
"@detikcom @detik_jatim Polisi cari pemeran Bokep: 2 hari
Polisi cari Harun Masiku: 20.000 tahun",0
"@detikcom @detik_jatim 😂😂😂😂 ga sadar tuh istrinya bahwa suaminya telah mencabuli beberapa santri watinya, apa pura pura amnesia... 7 tahun tuh belum sesuai apa yang dilakukan bechi terhadap santri wati, yaitu menghancurkan masa depan para korbannya",0
"@detikcom Tadi baca berita ibunya meninggal sama neneknya blm ketemu, alhamdulillah azka selamat yaa. 😭",0
"@detikcom Riau, penghasil minyak terbesar sejak era kolonial, plus hasil hutan dan perkebunan, tapi penduduknya malah dibelit kemiskinan. Pantaslah Bupati protes.",0
"@detikcom Sebenarnya PDIP menyayangkannya ttg ""rambut putih"" nya...bukan acr tsb😝",0
"@detikcom kata BPOM ""ahelah disuruh kerja lagi deh kan ah""",0
"@detikcom Itu bukan bocor, tp memang air yg jatuh natural. Firaun aja minder melihat kehebatannya mrmbangun kota dgn metode tata bacot",0
"@detikcom Jadi gubernur jateng gantiin ganjar?
Ntar abis itu ada orang DKI ngadu lagi
Abis itu jadi gubernur DKI
Abis itu ada lg orang luar dki yg ngadu, jadilah presiden.
Semangat pak.",0
"@detikcom Pusat gempa nya dimana min ,malah updte gempa doang kaya anak2 whatsapp",0
"@detikcom mukanya kayak Mongol ya, bedanya Mongol lebih pinter aja gitu",0
"@detikcom Ini baru penggunaan senjata yg tepat sasaran, memang harusnya sprti itu. Wlwpun remaja ataupun bocah sekalipun, jika memiliki kecenderungan psycopat mending tembak dor dor ditempat",0
"@detikcom Ini Kadiv Humas dr kasus Sambo smp Tragedi Kanjuruhan banyak blundernya slalu menutup2i, pak @ListyoSigitP copot Kadiv Humas Polri.",0
"@detikcom Gitu bisa gak sih misal 3,dimatiin 2 gitu,dibalikin 1..biar yg 1 bisa cerita ke temen2nya klo jadi begal nanti dibunuh loh..gitu..biar mereka jg mikir klo mau berbuat kejahatan..biar ga buat gagah2an,biasanya hbis ketangkep namanya malah tmbah berkibar..",0
@detikcom Misal terbukti prank. Harus ttp ditangkap!!! Gapeduli ini udh kelewatan sksk,0
"@detikcom @detik_jatim penipu robot trading meskipun km kaya nasibmu ngga bakal diperlakukan kyk koruptor. Koruptor nilep duit 1 triliyun trus nyuap 100 miliar dia aman, penipu robot trading nilep duit 1 triliun duitnya bakal habis direbut rame2, km tinggal punya kolor doang.",0
"@detikcom czennies yang dateng ke konser, tetap aware dengan keadaan sekitar ya. kalo ada gerak-gerik mencurigakan dari seseorang, segera laporkan ke security",0
"@detikcom Justru karena ODGJ, hukuman bagi pelaku harus diperberat. Si nenek sudah sangat menderita dengan hidupnya, jangan malah dianiaya. Sayangnya para pelaku masih di bawah umur, jadi hukumannya tak bisa maksimal.",0
@detikcom Tangkep lalu jual kedua matanya uangnya kasih ke ortu korban. Ortu korban ga bisa lht anaknya lg dan dia ngerasain ga bisa liat dunia lg. Biar kapok utk yg mau bertindak kaya hewan,0
@detikcom merusak nama baik pengangguran aja,0
"@detikcom waduh, yg nalangin BPJS paling gede itu juga dari orang kaya dan kelas menengah pak, yg gaji udah 12 juta, itu nalangin 600rbu tiap bulannya, patungan pekerja dan pengusaha.

kalo begini caranya, berarti negara bebanin ke masyarakat untuk nanggung biaya kesehatan yg tdk mampu.",0
"@detikcom Boom... Akhirnya tujuan ""penghebohan"" EG dan DEG pada obat sirup, ternyata betul pesanan perusahaan² rokok. 
Sudah dibahas di ""underground"" vape community. 

😂😂😂",0
"@detikcom Bangkeee.. pe'a 212 terbentuk itu untuk politik pilgub DKI, 

Otak sama gigi kok ngga sinkron..

Pe'a pe'a 🤣🤣",0
"@detikcom Jepang sadar mereka tidak mau melegalkan Nikah sesama jenis.. Karna dijepang angka kelahirannya sedikit, kasus bunuh dirinya tinggi. belum lagi Kebanyakan org jepang ga mau menikah karna biaya hidup berkeluarga disana mahal. 

koreksi jika salah..",0
"@detikcom Sy kenal Tjandra dr thn 1995 sejak beliau aktif di LBH Jakarta, beliau org yg jujur dan konsisten dlm berbagai hal membela masyarakat yg lemah. Sukses slalu bro Surya Tjandra, ttp konsisten membela kaum yg lemah.",0
@detikcom Anjir malu bgt nih pasti bocahnya dikampus wkwkwkkwk,0
"@detikcom Loginya agak lain emang, kalo emang bener bantuannya ga merata kan bisa diurus yg belom dapet. Bukannya motong gaji yg dapet. Terus hasil potongannya dikemanain?",0
@detikcom Gus Miftah?gus Samsuddin? Guntur Romli?? genderwo???,0
@tvOneNews Tenggelamkan PDIP di tanah Sunda !!!,0
"@tvOneNews Ini dagangan fitnah cebong waktu pilkada jakarta dlu yg bilang ""jakarta seperti suriah kalo anies jadi gubernur"" ga laku malah bikin orang simpati, eh si tolol2 sekarang ngulangin lagi cara yg sama😅",0
"@tvOneNews Kumpulan bajingan arogan bawa motor kaya jalan nenek moyang nya, hukum seberat2nya kawal terus kasusnya",0
"@tvOneNews indonesia merdeka sudah 76 tahun,kenapa rezim ini doang yang bikin gaduh masalah toleransi..?? janganlah karna gak becus kerja kau cari2 kerjaan yang gak berguna wahai pejabat..!! tiap hari bikin gaduh mulu..!! gak tau malu sama anak cucu..!!",0
"@tvOneNews Cuma ratusan kg/liter dibilang nimbun

Yg ratusan ton dima'afkan dgn alasan telat mendistribusikan",0
"@tvOneNews Najis mintak maaf sma PKI, negara sudah benar bertindak kalo gusdur mau mintak maaf ya urusan dia sebab banyak dari kyai NU santri² ulama dll yg menjadi korban. Nyawa 6 jendral dan 1 perwira yg menjadi korban tidak sebanding dgn nyawa ratusan atau jutaan orang PKI.",0
"@tvOneNews Yang jelas ini akibat dr pernyataan""nya selama ini banyak menyinggung bs saja inilah buahnya semua itu ...",0
@tvOneNews Ibu bicaralah ibuuuu,0
@tvOneNews pengamat yang matanya rabun kali yang berbicara seperti itu 😁😄🤣🤭... Jakarta saja yang dipimpin tidak beres.! mau pimpin negara..?? hancur,0
"@tvOneNews Biasalah, Ramadhan sudah dekat, varian2  baru akan bermunculan...",0
@tvOneNews Karena bos KPK masih semabes sama ambo. Kek bego aja lu min 😂,0
"@tvOneNews CC @benny_rhamdani_ 
Anda ini amnesia atau berkepribadian ganda, Mr Widodo?",0
@tvOneNews Hebat sekali pendanaan kaum pendukung istana ini. Sampai di sini paham dong siapa yang sangat berkepentingan memberikan dana kampanye.,0
@tvOneNews Mundur? Gak tahan kali nerima kritikan dr netizen😂 seputar formula E...hubungannya apa coba dg kang ridwan..,0
"@tvOneNews Manusia ini hanya Pasang Badan sok Kuat sok Berani, sejatinya dia Hanya seorang MINCE.
Simince dikendalikan Oleh Bosnya.",0
@tvOneNews Waktu acara di mandalika kemarin ada wajib sudah booster belum ya????  Itu kan berkerumun ribuan orang ada konser musik segala.  Mudik kan cuma ketemu keluarga saja.,0
"@tvOneNews Duh bener2 bobrok institusi ini. Kebanyakan oknum. Gimana mau berantas narkoba, lah polisinya makek. Jabatan sudah kapolda pula",0
"@tvOneNews Ku kira latihan vokal, ternyata cuma berisik...
Ku kira orang berakal, ternyata penyembah klenik...",0
"@tvOneNews Tindak juga yg menyebabkan kerumunan pak
Yang lempar-lempar kaos tuh 🙈",0
"@tvOneNews Telusuri uang nya dr mana??
Istri anggota DPR juga sama aja...apa beda nya sm kalian...

Pejabat unfaedah yach kayak ginie...magabut..",0
@tvOneNews Ngatur ginian aja semrawut mau ngatur perang Rusia Ukraina,0
"@tvOneNews Tangkap pelaku, jangan hanya berlindung karna d bawah umur...mereka sdh keterlaluan, tegakkan hukum biar menjadi pembelajaran ke yg lain",0
@tvOneNews giliran palestina kalian pada gk ada suara...dasarrr sampah,0
"@tvOneNews Bahazanya sering berawal dg ""jika"", tu tanda.... jangan harap. Wujudnya, nda bakal pasti.",0
"@tvOneNews Ada org non islam yg membunuh dikaji dari sudut pandang hukum Islam, giliran penegakkan syariat Islam dituduh Radikal dan Intoleran.",0
"@tvOneNews Sampai kapan bisa nahan diri dari kesewenangan saudara nya pak Dudung
Pak Dudung ajak ngopi lah saudara nya .biar tak brutal kasihan prajjurit yg gugur",0
@tvOneNews Pertemuan itu bukan kasus kriminal yg harus dicari MOTIF nya :),0
